        0.0000000      0.000827      0.000827      0.000827
        0.0065422      0.455300      0.907934      0.455300
        0.0130844      0.907658      1.805970      0.907658
        0.0196266      1.354159      2.684478      1.354159
        0.0261688      1.791938      3.534348      1.791938
        0.0327110      2.218204      4.347230      2.218204
        0.0392532      2.630261      5.115750      2.630261
        0.0457954      3.025534      5.833682      3.025534
        0.0523376      3.401578      6.496085      3.401578
        0.0588798      3.756101      7.099391      3.756101
        0.0654220      4.086973      7.641430      4.086973
        0.0719642      4.392239      8.121401      4.392239
        0.0785064      4.670121      8.539770      4.670121
        0.0850486      4.919030      8.898118      4.919030
        0.0915908      5.137565      9.198917      5.137565
        0.0981330      5.324514      9.445257      5.324514
        0.1046752      5.478857      9.640540      5.478857
        0.1112174      5.599759      9.788147      5.599759
        0.1177596      5.686577      9.891122      5.686577
        0.1243018      5.738851      9.951872      5.738851
        0.1308440      5.756307      9.971945      5.756307
        0.1308440      5.756307      5.756307      9.971945
        0.1331570      5.756461      5.761715      9.968806
        0.1354701      5.756903      5.777855      9.959400
        0.1377831      5.757566      5.804477      9.943756
        0.1400961      5.758345      5.841173      9.921924
        0.1424091      5.759091      5.887393      9.893970
        0.1447221      5.759626      5.942463      9.859982
        0.1470351      5.759737      6.005604      9.820065
        0.1493482      5.759187      6.075960      9.774337
        0.1516612      5.757722      6.152614      9.722935
        0.1539742      5.755072      6.234615      9.666010
        0.1562872      5.750963      6.320998      9.603724
        0.1586002      5.745121      6.410795      9.536254
        0.1609133      5.737275      6.503062      9.463783
        0.1632263      5.727172      6.596879      9.386505
        0.1655393      5.714574      6.691371      9.304619
        0.1678523      5.699265      6.785707      9.218328
        0.1701653      5.681061      6.879109      9.127843
        0.1724783      5.659808      6.970857      9.033369
        0.1747914      5.635386      7.060288      8.935117
        0.1771044      5.607714      7.146799      8.833293
        0.1771044      5.607714      7.146799      8.833293
        0.1840434      5.504992      7.383617      8.508391
        0.1909825      5.373957      7.577707      8.158274
        0.1979215      5.218715      7.721017      7.787379
        0.2048606      5.045696      7.808364      7.399275
        0.2117996      4.862404      7.836406      6.996600
        0.2187387      4.675813      7.802698      6.581159
        0.2256777      4.490654      7.704935      6.154103
        0.2326168      4.308013      7.540474      5.716192
        0.2395558      4.124642      7.306197      5.268058
        0.2464949      3.933264      6.998682      4.810437
        0.2534340      3.723803      6.614664      4.344320
        0.2603730      3.485185      6.151657      3.871011
        0.2673121      3.207253      5.608647      3.392080
        0.2742511      2.882362      4.986726      2.909234
        0.2811902      2.506466      4.289577      2.424136
        0.2881292      2.079650      3.523752      1.938220
        0.2950683      1.606146      2.698704      1.452523
        0.3020073      1.093957      1.826558      0.967604
        0.3089464      0.554160      0.921672      0.483536
        0.3158854      0.000827      0.000827      0.000827
        0.3158854      0.000827      0.000827      0.000827
        0.3215511      0.742665      0.433981      0.433981
        0.3272169      1.479970      0.859221      0.859221
        0.3328826      2.206814      1.267540      1.267540
        0.3385483      2.918562      1.651845      1.651845
        0.3442140      3.611189      2.006560      2.006560
        0.3498797      4.281324      2.327947      2.327947
        0.3555454      4.926185      2.614260      2.614260
        0.3612111      5.543417      2.865722      2.865722
        0.3668768      6.130857      3.084296      3.084296
        0.3725426      6.686277      3.273264      3.273264
        0.3782083      7.207128      3.436656      3.436656
        0.3838740      7.690360      3.578592      3.578592
        0.3895397      8.132338      3.702647      3.702647
        0.3952054      8.528876      3.811352      3.811352
        0.4008711      8.875396      3.905937      3.905937
        0.4065368      9.167181      3.986342      3.986342
        0.4122025      9.399704      4.051499      4.051499
        0.4178683      9.568974      4.099794      4.099794
        0.4235340      9.671868      4.129580      4.129580
        0.4291997      9.706394      4.139655      4.139655
