        0.0000000     -0.000293     -0.000293     -0.000293
        0.0065412      0.458159      0.910749      0.458159
        0.0130824      0.913285      1.811611      0.913285
        0.0196236      1.362374      2.692964      1.362374
        0.0261648      1.802481      3.545705      1.802481
        0.0327060      2.230749      4.361490      2.230749
        0.0392472      2.644434      5.132941      2.644434
        0.0457885      3.040928      5.853829      3.040928
        0.0523297      3.417775      6.519203      3.417775
        0.0588709      3.772693      7.125475      3.772693
        0.0654121      4.103580      7.670451      4.103580
        0.0719533      4.408526      8.153296      4.408526
        0.0784945      4.685817      8.574439      4.685817
        0.0850357      4.933935      8.935414      4.933935
        0.0915769      5.151559      9.238643      5.151559
        0.0981181      5.337560      9.487163      5.337560
        0.1046593      5.490996      9.684319      5.490996
        0.1112005      5.611110      9.833447      5.611110
        0.1177417      5.697316      9.937542      5.697316
        0.1242830      5.749204      9.998980      5.749204
        0.1308242      5.766527     10.019283      5.766527
        0.1308242      5.766527      5.766527     10.019283
        0.1331368      5.772051      5.766840     10.016143
        0.1354495      5.788537      5.767757     10.006731
        0.1377622      5.815726      5.769206      9.991076
        0.1400748      5.853197      5.771071      9.969228
        0.1423875      5.900383      5.773195      9.941251
        0.1447002      5.956590      5.775382      9.907229
        0.1470128      6.021016      5.777400      9.867267
        0.1493255      6.092778      5.778996      9.821479
        0.1516382      6.170937      5.779891      9.770000
        0.1539508      6.254513      5.779793      9.712978
        0.1562635      6.342516      5.778403      9.650573
        0.1585762      6.433957      5.775422      9.582955
        0.1608888      6.527866      5.770555      9.510306
        0.1632015      6.623305      5.763521      9.432817
        0.1655142      6.719377      5.754057      9.350682
        0.1678268      6.815235      5.741925      9.264104
        0.1701395      6.910087      5.726913      9.173287
        0.1724522      7.003198      5.708845      9.078439
        0.1747648      7.093895      5.687579      8.979765
        0.1770775      7.181564      5.663013      8.877470
        0.1770775      5.663013      7.181564      8.877470
        0.1840155      5.569097      7.421144      8.550860
        0.1909535      5.445725      7.616838      8.198598
        0.1978915      5.296586      7.760577      7.825179
        0.2048295      5.127780      7.847246      7.434267
        0.2117675      4.946590      7.873646      7.028641
        0.2187055      4.759892      7.837521      6.610254
        0.2256435      4.572482      7.736780      6.180404
        0.2325815      4.385675      7.569002      5.739966
        0.2395195      4.196606      7.331270      5.289642
        0.2464575      3.998467      7.020335      4.830178
        0.2533955      3.781656      6.633060      4.362518
        0.2603335      3.535513      6.167043      3.887866
        0.2672715      3.250179      5.621313      3.407656
        0.2742095      2.918186      4.996967      2.923451
        0.2811475      2.535570      4.297670      2.436779
        0.2880855      2.102415      3.529938      1.948972
        0.2950235      1.622910      2.703175      1.461023
        0.3019615      1.104983      1.829459      0.973503
        0.3088995      0.559627      0.923099      0.486559
        0.3158375     -0.000293     -0.000293     -0.000293
        0.3158375     -0.000293     -0.000293     -0.000293
        0.3215023      0.437822      0.437822      0.743393
        0.3271672      0.866849      0.866849      1.481556
        0.3328320      1.278863      1.278863      2.209513
        0.3384969      1.666754      1.666754      2.922759
        0.3441617      2.024968      2.024968      3.617393
        0.3498266      2.349823      2.349823      4.290154
        0.3554914      2.639668      2.639668      4.938350
        0.3611563      2.894844      2.894844      5.559681
        0.3668211      3.117436      3.117436      6.151994
        0.3724860      3.310833      3.310833      6.713007
        0.3781509      3.479118      3.479118      7.240062
        0.3838157      3.626395      3.626395      7.729932
        0.3894806      3.756130      3.756130      8.178753
        0.3951454      3.870656      3.870656      8.582065
        0.4008103      3.970932      3.970932      8.934994
        0.4064751      4.056584      4.056584      9.232524
        0.4121400      4.126226      4.126226      9.469849
        0.4178048      4.177954      4.177954      9.642736
        0.4234697      4.209897      4.209897      9.747878
        0.4291345      4.220707      4.220707      9.783167
